Unnamed: 0,Authors,Title,Citation,DOI,Year,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",institution_info,city_country,LatLng,city_name,GreenPct,NearBodyOfWater,University,NearParks
175,"Christina Galloway, Munmun Chattopadhyay ",Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Type 2 diabetes,Cytokine 63 (2013) 1–5,10.1016/j.cyto.2013.04.009,01/01/13,,,1.0,,"Duplicated control panel, stretched",1,,,,1.0,1,"Department of Neurology, University of Michigan, Ann Arbor, MI, USA; VA Ann Arbor Healthcare System, Ann Arbor, MI, USA.","[' MI', ' USA.']","(42.2755, -83.7312)",['ann arbor'],34.25%,False,university of michigan,False
176,Kyoung Sik Park (only one author),"Aucubin, a naturally occurring iridoid glycoside inhibits TNF-_-induced inflammatory responses through suppression of NF-_B activation in 3T3-L1 adipocytes",Cytokine 62 (2013) 407–412,10.1016/j.cyto.2013.04.005,01/01/13,,,,1,Multiple cases of duplicated bands within same blot panel,1,,,,1.0,1,"Department of Genetic Engineering, College of Natural Science and Engineering, Cheongju University, Chungbuk 360-764, Republic of Korea. parkks@cju.ac.kr","[' Chungbuk 360-764', ' Republic of Korea. parkks@cju.ac.kr']","(36.8, 127.7)",[],34.81%,False,college of natural science and engineering,False
177,"Bin-Bin Ni, Bo Li, Yue-Hua Yang, Jiang-Wei Chen, Ke Chen, Sheng-Dan Jiang, Lei-Sheng Jiang ",The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the annulus fibrosus cells under serum deprivation,Cytokine 70 (2014) 87–96,10.1016/j.cyto.2014.07.249,01/01/14,,,1.0,,"Duplicated FACS panel, gated differently",1,,,,1.0,1,"Department of Orthopedic Surgery, Xinhua Hospital, Shanghai Jiaotong University School of Medicine, Shanghai 200092, China.","[' Shanghai 200092', ' China.']","(31.2751999, 121.513)",[],33.65%,False,shanghai jiaotong university school of medicine,False
178,"Hui Li, Jinglan Wang, Gil Mor, Jeffrey Sklar",A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells,"Science 321, 1357 (2008)",10.1126/science.1156725,01/01/08,,,1.0,,"Duplicated panel, different exposure?",1,10/02/15,,1.0,,1,"['Department of Pathology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Obstetrics and Gynecology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Pathology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Obstetrics and Gynecology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Pathology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Obstetrics and Gynecology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Pathology, Yale University School of Medicine, New Haven, CT 06520, USA.', 'Department of Obstetrics and Gynecology, Yale University School of Medicine, New Haven, CT 06520, USA.']","[' CT 06520', ' New Haven', "" USA.'""]","(41.3112, -72.9246)",['new haven'],33.46%,False,yale university school of medicine,False
179,"Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel",Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate,"Science 325, 1254 (2009)",10.1126/science.1176709,01/01/09,,1.0,,,Duplicated blot panel,1,,,,1.0,1,"['Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'The Wistar Institute and Department of Chemistry, University of Pennsylvania, Philadelphia, PA 19104, USA.', 'State Key Laboratory of Drug Research, Shanghai Institute of Materia Medica, Chinese Academy of Sciences, Shanghai 201203, P. R. China.', 'The Wistar Institute and Department of Chemistry, University of Pennsylvania, Philadelphia, PA 19104, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.', 'National Institute of Mental Health, National Institutes of Health, Bethesda, MD 20892, USA.', 'Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.']","["" USA.'"", ' Bethesda', "" P. R. China.'"", ' MD 20892', ' VA 23298', ' Richmond', ' PA 19104', ' Shanghai 201203', ' Philadelphia']","(37.5295, -77.4756)","['richmond', 'philadelphia', 'bethesda']",34.00%,False,virginia commonwealth university school of medicine,False
180,"Hulya Karatas, Sefik Evren Erdener, Yasemin Gursoy-Ozdemir, Sevda Lule, Emine Eren-Koc_ak, Zümrüt Duygu Sen, Turgay Dalkaraen",Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels,"Science 339, 1092 (2013)",10.1126/science.1231897,01/01/13,,,,1,"Duplicated mirrored band, stamping in background",1,10/02/15,,1.0,,1,"['Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Neurology, Faculty of Medicine, Hacettepe University, Ankara 06100, \rTurkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Neurology, Faculty of Medicine, Hacettepe University, Ankara 06100, \rTurkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Neurology, Faculty of Medicine, Hacettepe University, Ankara 06100, \rTurkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Psychiatry, Faculty of Medicine, Hacettepe University, Ankara \r06100, Turkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Psychiatry, Faculty of Medicine, Hacettepe University, Ankara \r06100, Turkey.', 'Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara \r06100, Turkey.', 'Department of Neurology, Faculty of Medicine, Hacettepe University, Ankara 06100, \rTurkey.']","[' Ankara 06100', "" Turkey.'"", ' Ankara \\r06100', "" \\rTurkey.'""]","(38.963745, 35.243322)",[],34.49%,False,hacettepe university,False
181,"Hideki Sakahira, Masato Enari, & Shigekazu Nagata",Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis,Nature. 1998 Jan 1;391(6662):96-9.,10.1038/34214,01/01/98,,,,1,Duplicated lanes within same gel panel,1,10/29/15,,1.0,,1,"Department of Genetics, Osaka University Medical School, Suita, Japan.","[' Suita', ' Japan.']","(36.204824, 138.252924)",[],33.40%,False,osaka university medical school,True
182,"Timothy A. Chan, Heiko Hermeking, Christoph Lengauer, Kenneth W. Kinzler, & Bert Vogelstein",14-3-3__ is required to prevent mitotic catastrophe after DNA damage,"Nature, Vol. 401, 7 October 1999, page 616",10.1038/44188,01/01/99,,,1.0,,"Rotated microscopy image, authors replied on PP",1,10/29/15,,,1.0,1,"The Johns Hopkins Oncology Center, Program in Human Genetics, The Johns Hopkins University School of Medicine, Baltimore, Maryland 21231, USA.","[' Maryland 21231', ' USA.']","(39.3051, -76.6144)",['baltimore'],33.79%,False,the johns hopkins university school of medicine,False
183,"Morgan E. Carlson, Michael Hsu, & Irina M. Conboy",Imbalance between pSmad3 and Notch induces CDK inhibitors in old muscle stem cells,"Nature, Vol. 454, 24 July 2008, page 528",10.1038/nature07034,01/01/08,,,1.0,,Multiple cases of overlapping microscopy panels,1,10/13/16,,1.0,,1,"Department of Bioengineering, University of California, Berkeley, California 94720, USA.","[' California 94720', ' USA.']","(37.8723, -122.276)",['berkeley'],33.92%,False,university of california,False
184,"Shidong Jia, Zhenning Liu, Sen Zhang, Pixu Liu, Lei Zhang, Sang Hyun Lee, Jing Zhang, Sabina Signoretti, Massimo Loda, Thomas M. Roberts, & Jean J. Zhao","Essential roles of PI(3)K–p110b in cell growth, metabolism and tumorigenesis","Nature, Vol 454, 7 August 2008, page 776",10.1038/nature07091,01/01/08,,,1.0,,Overlapping microscopy images,1,05/12/16,,1.0,,1,"Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, Massachusetts 02115, USA.","[' Massachusetts 02115', ' USA.']","(42.3188, -71.0846)",['boston'],,,,
185,"Michael J. Wheeler, Barend H. J. de Graaf, Natalie Hadjiosif, Ruth M. Perry, Natalie S. Poulter, Kim Osman, Sabina Vatovec, Andrea Harper, F. Christopher H. Franklin, & Vernonica E. Franklin-Tong",Identification of the pollen self-incompatibility determinant in Papaver rhoeas,"Nature, Vol 459|18 June 2009",10.1038/nature08027,01/01/09,,,,1,Duplicated area within the same blot,1,03/03/16,,1.0,,1,"School of Biosciences, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK.","[' Birmingham B15 2TT', ' UK.']","(52.4532817, -1.9278902)",[],33.43%,False,university of birmingham,False
186,"Corine Bertolotto, Fabienne Lesueur, Sandy Giuliano, Thomas Strub, Mahaut de Lichy, Karine Bille, Philippe Dessen, and many others",A SUMOylation-defective MITF germline mutation predisposes to melanoma and renal carcinoma,"Nature, 2011 Oct 19;480(7375):94-8",10.1038/nature10539,01/01/11,,,1.0,,Overlapping microscopy images,1,03/03/16,,1.0,,1,"1] INSERM, U895 (équipe 1), Equipe labélisée Ligue Contre le Cancer, C3M, 06204 Nice, France [2] Université of Nice Sophia-Antipolis, UFR Médecine, 06204 Nice, France [3] Centre Hospitalier Universitaire de Nice, Service de Dermatologie, 06204 Nice, France [4].","[' 06204 Nice', ' France [4].']","(43.695887, 7.2455175)","['M6WW+96 Nice, France']",,,,
187,"Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan",D14–SCFD3-dependent degradation of D53 regulates strigolactone signalling,"Nature, Vol 504, 19/26 DECEMBER 2013",10.1038/nature12878,01/01/13,,,,1,"Duplicated microscopy, possible duplicated lanes in same blot",1,04/21/16,,1.0,,1,"1] National Key Laboratory for Crop Genetics and Germplasm Enhancement, Jiangsu Plant Gene Engineering Research Center, Nanjing Agricultural University, Nanjing 210095, China [2] National Key Facility for Crop Gene Resources and Genetic Improvement, Institute of Crop Science, Chinese Academy of Agricultural Sciences, Beijing 100081, China.","[' Beijing 100081', ' China.']","(32.0362699, 118.84028)",[],34.00%,False,nanjing agricultural university,False
188,"S Kale, R Raja, D Thorat, G Soundararajan, TV Patil and GC Kundu",Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leading to enhanced angiogenesis and melanoma growth via a9b1 integrin,"Oncogene (2014) 33, 2295–2306",10.1038/onc.2013.184,01/01/13,,,1.0,,"Overlapping microscopy images, multiple cases",1,10/16/15,,1.0,,1,"Laboratory of Tumor Biology, Angiogenesis and Nanomedicine Research, National Center for Cell Science, Pune, India.","[' Pune', ' India.']","(18.5196, 73.8553)",['pune'],,,,
189,"CM Das, P Taylor, M Gireud, A Singh, D Lee, G Fuller, L Ji, J Fangusaro, V Rajaram, S Goldman, C Eberhart, and V Gopalakrishnan",The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation,"Oncogene (2013) 32, 1691–1701",10.1038/onc.2012.182,01/01/12,,1.0,,,Duplicated blot,1,11/24/16,,1.0,,1,[],[''],(),[],,,,
190,"CC Jiang, A Croft, H-Y Tseng, ST Guo, L Jin, P Hersey, and XD Zhang",Repression of microRNA-768-3p by MEK/ERK signalling contributes to enhanced mRNA translation in human melanoma,"Oncogene (2014) 33, 2577–2588",10.1038/onc.2013.237,01/01/13,,,,1,Duplicated bands within same blot panel,1,11/17/16,,1.0,,1,"1] Priority Research Centre for Cancer Research, University of Newcastle, Callaghan, NSW, Australia [2] School of Medicine and Public Health, University of Newcastle, Callaghan, NSW, Australia.","[' NSW', ' Australia.']","(-31.2532183, 146.921099)",[],34.01%,False,university of newcastle,False
191,"Z Zhang, X Liu, B Feng, N Liu, Q Wu, Y Han, Y Nie, K Wu, Y Shi, and D Fan","STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer","Oncogene (2014), 1–13",10.1038/onc.2014.404,01/01/14,,,1.0,,Overlapping microscopy images,1,11/17/16,,1.0,,1,"State Key Laboratory of Cancer Biology and Xijing Hospital of Digestive Diseases, The Fourth Military Medical University, Xi'an, Shaanxi, People's Republic of China.","[' Shaanxi', "" People's Republic of China.""]","(34.2648599, 108.95424)",[],33.07%,False,the fourth military medical university,False
192,"T-I Hsu, S-C Lin, P-S Lu, W-C Chang, C-Y Hung, Y-M Yeh, W-C Su, P-C Liao, and J-J Hung",MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy,"Oncogene (2015) 34, 826–837",10.1038/onc.2014.22,01/01/14,,,1.0,,Overlapping microscopy images,1,02/09/17,,1.0,,1,"1] Institute of Bioinformatics and Biosignal Transduction, College of Bioscience and Biotechnology, National Cheng-Kung University, Tainan, Taiwan [2] Center for Infection Disease and Signal Transduction, National Cheng-Kung University, Tainan, Taiwan.","[' Tainan', ' Taiwan.']","(22.9833, 120.1833)",['tainan'],35.93%,False,college of bioscience and biotechnology,False
193,"Emmanuel Dornier, Franck Coumailleau, Jean-Franc_ois Ottavi, Julien Moretti, Claude Boucheix, Philippe Mauduit, François Schweisguth, and Eric Rubinstein 1",TspanC8 tetraspanins regulate ADAM10/Kuzbanian trafficking and promote Notch activation in flies and mammals,J. Cell Biol. Vol. 199 No. 3 481–496, 10.1083/jcb.201201133,01/01/12,,,,1,Manipulated FACS plots,1,05/23/16,,1.0,,1,"['Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France', 'Département de Biologie du Développement, et Unité de Signalisation Moléculaire et Activation Cellulaire, Institut Pasteur, F-75015 Paris, France', 'URA 2578, et URA 2582, Centre national de la recherche scientifique (CNRS), F-75015 Paris, France', 'Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France', 'Département de Biologie du Développement, et Unité de Signalisation Moléculaire et Activation Cellulaire, Institut Pasteur, F-75015 Paris, France', 'URA 2578, et URA 2582, Centre national de la recherche scientifique (CNRS), F-75015 Paris, France', 'Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France', 'Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France', 'Département de Biologie du Développement, et Unité de Signalisation Moléculaire et Activation Cellulaire, Institut Pasteur, F-75015 Paris, France', 'URA 2578, et URA 2582, Centre national de la recherche scientifique (CNRS), F-75015 Paris, France', 'Institut National de la Santé et de la Recherche Médicale (INSERM), U1004, F-94807 Villejuif, France', 'Université Paris-Sud, Institut André Lwoff, F-94807 Villejuif, France']","[' F-94807 Villejuif', ' F-75015 Paris', ' et URA 2582', ' et Unité de Signalisation Moléculaire et Activation Cellulaire', ' U1004', "" 'Université Paris-Sud"", "" France'"", "" 'URA 2578"", "" 'Département de Biologie du Développement""]","(46.227638, 2.213749)",[],,,,
194,"HIROFUMI YAMAMOTO, RYOTA OSHIRO, MASAHISA OHTSUKA, MAMORU UEMURA, NAOTSUGU HARAGUCHI, JUNICHI NISHIMURA, ICHIRO TAKEMASA, TSUNEKAZU MIZUSHIMA, YUICHIRO DOKI and MASAKI MORI",Distinct expression of C4.4A in colorectal cancer detected by different antibodies,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 197-201, 2013",10.3892/ijo.2012.1714,01/01/12,,1.0,,,Duplicated blot,1,09/16/16,,1.0,,1,"Department of Surgery, Gastroenterological Surgery, Osaka University, Suita, Osaka, Japan. hyamamoto@gesurg.med.osaka-u.ac.jp","[' Osaka', ' Japan. hyamamoto@gesurg.med.osaka-u.ac.jp']","(34.7593593, 135.5164769)",[],33.51%,False,osaka university,False
195,"BO LI, YUEHUA YANG, SHENGDAN JIANG, BINBIN NI, KE CHEN, and LEISHENG JIANG",Adenovirus-mediated overexpression of BMP-9 inhibits human osteosarcoma cell growth and migration through downregulation of the PI3K/AKT pathway,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012",10.3892/ijo.2012.1617,01/01/12,,1.0,,,Duplicated blot panel,1,09/28/16,,1.0,,1,"Department of Orthopedic Surgery, Xinhua Hospital, Shanghai Jiaotong University, School of Medicine, Shanghai 200092, P.R. China.","[' Shanghai 200092', ' P.R. China.']","(31.2751999, 121.513)",[],33.83%,False,shanghai jiaotong university,False
196,"EUN YOUNG GIL, UK HYUN JO, HOISEON JEONG, YOUNG MI WHANG, OK HEE WOO, KYU RAN CHO, JAE HONG SEO, AEREE KIM, EUN SOOK LEE, INSONG KOH, YEUL HONG KIM, and KYONG HWA PARK",Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in breast cancer,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012",10.3892/ijo.2012.1470,01/01/12,,,,1,"Duplicated, mirrored bands within same panels",1,03/07/17,,1.0,,1,"Department of Internal Medicine, Korea University College of Medicine, Seoul, Republic of Korea.","[' Seoul', ' Republic of Korea.']","(37.56, 126.99)",['seoul'],34.30%,False,korea university college of medicine,False
